"term","estimate","Trait_metric","k"
"(Intercept)",0.285966872912271,"NDVI_Ratio",79
"MMM",-0.0491355186255875,"NDVI_Ratio",79
"DHW_collection",-0.042742291406002,"NDVI_Ratio",79
"AR",-0.0348857799534997,"NDVI_Ratio",79
"ROTC_ss",0.0153743349962955,"NDVI_Ratio",79
"TSA_DHW_stdev",-0.0153311480358571,"NDVI_Ratio",79
"Velocity_OM",0.0149952258482904,"NDVI_Ratio",79
"Depth",-0.0145114746695759,"NDVI_Ratio",79
"CF30a",0.0099639957641199,"NDVI_Ratio",79
"Health.score",0.00568976068646694,"NDVI_Ratio",79
"Turbidity",0.00477900631608929,"NDVI_Ratio",79
"DHW_freq_sup4_1year",0.00307593908421789,"NDVI_Ratio",79
"DHW_freq_sup4",0.000721322824113736,"NDVI_Ratio",79
"(Intercept)",0.285316166041486,"NDVI_Ratio",80
"MMM",-0.047059725116679,"NDVI_Ratio",80
"DHW_collection",-0.0411576750549031,"NDVI_Ratio",80
"AR",-0.0340591640700138,"NDVI_Ratio",80
"TSA_DHW_stdev",-0.0133797264339287,"NDVI_Ratio",80
"Velocity_OM",0.0128785109392735,"NDVI_Ratio",80
"CF30a",0.0120007042790383,"NDVI_Ratio",80
"ROTC_ss",0.0117104960749315,"NDVI_Ratio",80
"Depth",-0.0108151846701282,"NDVI_Ratio",80
"Health.score",0.00810216163279334,"NDVI_Ratio",80
"Turbidity",0.00527551513411189,"NDVI_Ratio",80
"DHW_freq_sup4_1year",0.00355155063655341,"NDVI_Ratio",80
"DHW_freq_sup4",0.00143093121690898,"NDVI_Ratio",80
"(Intercept)",0.284676844900872,"NDVI_Ratio",81
"MMM",-0.0525865718033135,"NDVI_Ratio",81
"DHW_collection",-0.0437413649918829,"NDVI_Ratio",81
"AR",-0.0385999052082645,"NDVI_Ratio",81
"ROTC_ss",0.0180532231008144,"NDVI_Ratio",81
"TSA_DHW_stdev",-0.0175080405845667,"NDVI_Ratio",81
"Velocity_OM",0.0170222893817744,"NDVI_Ratio",81
"Depth",-0.0133622913016568,"NDVI_Ratio",81
"CF30a",0.00771346781978794,"NDVI_Ratio",81
"DHW_freq_sup4",0.00618070412575344,"NDVI_Ratio",81
"Health.score",0.00409586237515593,"NDVI_Ratio",81
"Turbidity",0.00262949712744012,"NDVI_Ratio",81
"DHW_freq_sup4_1year",0.00250277059102513,"NDVI_Ratio",81
"(Intercept)",0.283858782349203,"NDVI_Ratio",82
"MMM",-0.0465199774271466,"NDVI_Ratio",82
"DHW_collection",-0.0403019360801247,"NDVI_Ratio",82
"AR",-0.032967949656458,"NDVI_Ratio",82
"TSA_DHW_stdev",-0.0149251362834874,"NDVI_Ratio",82
"Velocity_OM",0.0147083373255794,"NDVI_Ratio",82
"Depth",-0.0122881774369292,"NDVI_Ratio",82
"ROTC_ss",0.0119049254435155,"NDVI_Ratio",82
"CF30a",0.00950244742422745,"NDVI_Ratio",82
"Health.score",0.0068166663868539,"NDVI_Ratio",82
"Turbidity",0.0027511640100498,"NDVI_Ratio",82
"DHW_freq_sup4",0.00227193562156757,"NDVI_Ratio",82
"DHW_freq_sup4_1year",0.00183299413462591,"NDVI_Ratio",82
"(Intercept)",0.284714250553534,"NDVI_Ratio",83
"MMM",-0.0543839367599593,"NDVI_Ratio",83
"DHW_collection",-0.0440175217052076,"NDVI_Ratio",83
"AR",-0.0404139942855041,"NDVI_Ratio",83
"Velocity_OM",0.0191036500607153,"NDVI_Ratio",83
"Depth",-0.0186279254579297,"NDVI_Ratio",83
"ROTC_ss",0.017896727161633,"NDVI_Ratio",83
"TSA_DHW_stdev",-0.0176311848458513,"NDVI_Ratio",83
"CF30a",0.00655217831541977,"NDVI_Ratio",83
"DHW_freq_sup4_1year",0.00609546018457087,"NDVI_Ratio",83
"Health.score",0.00427009947241467,"NDVI_Ratio",83
"Turbidity",0.0026611206089528,"NDVI_Ratio",83
"DHW_freq_sup4",0.0021695189238981,"NDVI_Ratio",83
"(Intercept)",0.289184191035213,"NDVI_Ratio",84
"MMM",-0.0491596862467579,"NDVI_Ratio",84
"DHW_collection",-0.0427277806034014,"NDVI_Ratio",84
"AR",-0.0358579567679553,"NDVI_Ratio",84
"TSA_DHW_stdev",-0.0146810745938584,"NDVI_Ratio",84
"Depth",-0.0145114296744342,"NDVI_Ratio",84
"Velocity_OM",0.01415569272897,"NDVI_Ratio",84
"ROTC_ss",0.0121379232348653,"NDVI_Ratio",84
"CF30a",0.00879410095839917,"NDVI_Ratio",84
"Health.score",0.00695887941705877,"NDVI_Ratio",84
"Turbidity",0.00534312935805538,"NDVI_Ratio",84
"DHW_freq_sup4_1year",0.0011860851076157,"NDVI_Ratio",84
"DHW_freq_sup4",0.00075851878196878,"NDVI_Ratio",84
"(Intercept)",0.286896194278175,"NDVI_Ratio",85
"MMM",-0.0486065443401164,"NDVI_Ratio",85
"DHW_collection",-0.0410441216628816,"NDVI_Ratio",85
"AR",-0.0343853514655819,"NDVI_Ratio",85
"Depth",-0.015343587848619,"NDVI_Ratio",85
"TSA_DHW_stdev",-0.0142159791387308,"NDVI_Ratio",85
"Velocity_OM",0.0137863868520721,"NDVI_Ratio",85
"ROTC_ss",0.0136428600966591,"NDVI_Ratio",85
"CF30a",0.00885450688302536,"NDVI_Ratio",85
"Health.score",0.00584251663395246,"NDVI_Ratio",85
"Turbidity",0.00335974247763156,"NDVI_Ratio",85
"DHW_freq_sup4",0.00227479195149965,"NDVI_Ratio",85
"DHW_freq_sup4_1year",0.00209303934010362,"NDVI_Ratio",85
"(Intercept)",0.280659195578374,"NDVI_Ratio",86
"MMM",-0.0475912379642644,"NDVI_Ratio",86
"DHW_collection",-0.0405994175799969,"NDVI_Ratio",86
"AR",-0.0349959977901926,"NDVI_Ratio",86
"TSA_DHW_stdev",-0.0153308010278694,"NDVI_Ratio",86
"Velocity_OM",0.0146548553552718,"NDVI_Ratio",86
"ROTC_ss",0.0132413311551172,"NDVI_Ratio",86
"Depth",-0.0126921400826226,"NDVI_Ratio",86
"CF30a",0.00928951483126911,"NDVI_Ratio",86
"Health.score",0.00568114137612298,"NDVI_Ratio",86
"Turbidity",0.00432532630977859,"NDVI_Ratio",86
"DHW_freq_sup4_1year",0.00198836958932156,"NDVI_Ratio",86
"DHW_freq_sup4",-0.000986519712985076,"NDVI_Ratio",86
"(Intercept)",0.284906085909552,"NDVI_Ratio",87
"MMM",-0.0495706470611855,"NDVI_Ratio",87
"DHW_collection",-0.0415838371633579,"NDVI_Ratio",87
"AR",-0.035665319100982,"NDVI_Ratio",87
"Depth",-0.0165606632259545,"NDVI_Ratio",87
"TSA_DHW_stdev",-0.0162634398427486,"NDVI_Ratio",87
"Velocity_OM",0.0155131141146337,"NDVI_Ratio",87
"ROTC_ss",0.0147878588902867,"NDVI_Ratio",87
"CF30a",0.0088598807821891,"NDVI_Ratio",87
"DHW_freq_sup4",0.00356325995731746,"NDVI_Ratio",87
"Health.score",0.00294774460192489,"NDVI_Ratio",87
"Turbidity",0.00248718373692422,"NDVI_Ratio",87
"DHW_freq_sup4_1year",0.000899337935501199,"NDVI_Ratio",87
"(Intercept)",0.283361813554069,"NDVI_Ratio",88
"MMM",-0.0506060421534234,"NDVI_Ratio",88
"DHW_collection",-0.0410391352200962,"NDVI_Ratio",88
"AR",-0.0347689493853148,"NDVI_Ratio",88
"ROTC_ss",0.0163053685252725,"NDVI_Ratio",88
"TSA_DHW_stdev",-0.0159935438860302,"NDVI_Ratio",88
"Depth",-0.015693324794267,"NDVI_Ratio",88
"Velocity_OM",0.0150586510761053,"NDVI_Ratio",88
"CF30a",0.00939934868227832,"NDVI_Ratio",88
"Health.score",0.00714797730600679,"NDVI_Ratio",88
"DHW_freq_sup4_1year",0.00302034173622182,"NDVI_Ratio",88
"Turbidity",0.00229699524286512,"NDVI_Ratio",88
"DHW_freq_sup4",0.00219602473643268,"NDVI_Ratio",88
"(Intercept)",0.29041873589746,"NDVI_Ratio",89
"MMM",-0.0517664529809269,"NDVI_Ratio",89
"DHW_collection",-0.0436146135248851,"NDVI_Ratio",89
"AR",-0.0363079342441493,"NDVI_Ratio",89
"Depth",-0.01730197169687,"NDVI_Ratio",89
"ROTC_ss",0.016659055753247,"NDVI_Ratio",89
"Velocity_OM",0.0136902623104274,"NDVI_Ratio",89
"TSA_DHW_stdev",-0.0131493448645433,"NDVI_Ratio",89
"CF30a",0.00989919749884216,"NDVI_Ratio",89
"Health.score",0.00473957866614834,"NDVI_Ratio",89
"Turbidity",0.00232035621747709,"NDVI_Ratio",89
"DHW_freq_sup4_1year",0.00201312898660327,"NDVI_Ratio",89
"DHW_freq_sup4",0.00181347768058394,"NDVI_Ratio",89
"(Intercept)",0.286884779190102,"NDVI_Ratio",90
"MMM",-0.0482900480297786,"NDVI_Ratio",90
"DHW_collection",-0.0401045888263323,"NDVI_Ratio",90
"AR",-0.033641688922303,"NDVI_Ratio",90
"Depth",-0.0159527063862681,"NDVI_Ratio",90
"TSA_DHW_stdev",-0.0158865684248592,"NDVI_Ratio",90
"Velocity_OM",0.0151347078197607,"NDVI_Ratio",90
"ROTC_ss",0.0123458647249144,"NDVI_Ratio",90
"Health.score",0.00764305053732712,"NDVI_Ratio",90
"CF30a",0.00744620586268434,"NDVI_Ratio",90
"Turbidity",0.00396910789446711,"NDVI_Ratio",90
"DHW_freq_sup4_1year",0.00299949997016985,"NDVI_Ratio",90
"DHW_freq_sup4",0.000409815283313135,"NDVI_Ratio",90
"(Intercept)",0.281030958311946,"NDVI_Ratio",91
"MMM",-0.0533083138882485,"NDVI_Ratio",91
"DHW_collection",-0.0455518487456992,"NDVI_Ratio",91
"AR",-0.0369562958270914,"NDVI_Ratio",91
"ROTC_ss",0.0217429353465885,"NDVI_Ratio",91
"Velocity_OM",0.0211098462792323,"NDVI_Ratio",91
"TSA_DHW_stdev",-0.0174650429824618,"NDVI_Ratio",91
"Depth",-0.0128708351832912,"NDVI_Ratio",91
"CF30a",0.00863285197571988,"NDVI_Ratio",91
"Health.score",0.00653251499784098,"NDVI_Ratio",91
"Turbidity",0.00474856936522325,"NDVI_Ratio",91
"DHW_freq_sup4_1year",0.00428635717401124,"NDVI_Ratio",91
"DHW_freq_sup4",0.00199753348625044,"NDVI_Ratio",91
"(Intercept)",0.288851251158572,"NDVI_Ratio",92
"MMM",-0.0508039870584503,"NDVI_Ratio",92
"DHW_collection",-0.0442419906695171,"NDVI_Ratio",92
"AR",-0.036063737065665,"NDVI_Ratio",92
"Depth",-0.0178880400893051,"NDVI_Ratio",92
"Velocity_OM",0.0165908171874206,"NDVI_Ratio",92
"TSA_DHW_stdev",-0.014029982393396,"NDVI_Ratio",92
"ROTC_ss",0.0140108664249553,"NDVI_Ratio",92
"CF30a",0.00987827458412961,"NDVI_Ratio",92
"Health.score",0.00712044594648748,"NDVI_Ratio",92
"Turbidity",0.00381361793546619,"NDVI_Ratio",92
"DHW_freq_sup4",0.00309689774419742,"NDVI_Ratio",92
"DHW_freq_sup4_1year",0.00138234460772363,"NDVI_Ratio",92
"(Intercept)",0.290385898079192,"NDVI_Ratio",93
"MMM",-0.0547218107746026,"NDVI_Ratio",93
"DHW_collection",-0.0432967743326824,"NDVI_Ratio",93
"AR",-0.0402850563820249,"NDVI_Ratio",93
"ROTC_ss",0.0188761380811803,"NDVI_Ratio",93
"Velocity_OM",0.0188395536095133,"NDVI_Ratio",93
"Depth",-0.0180848519998555,"NDVI_Ratio",93
"TSA_DHW_stdev",-0.0147187218723142,"NDVI_Ratio",93
"CF30a",0.00841697770911023,"NDVI_Ratio",93
"Health.score",0.00765876128924248,"NDVI_Ratio",93
"DHW_freq_sup4_1year",0.00514440391023173,"NDVI_Ratio",93
"Turbidity",0.00185376492823983,"NDVI_Ratio",93
"DHW_freq_sup4",0.00118158330427669,"NDVI_Ratio",93
"(Intercept)",0.280204165608008,"NDVI_Ratio",94
"MMM",-0.0489112208914538,"NDVI_Ratio",94
"DHW_collection",-0.0398550709759587,"NDVI_Ratio",94
"AR",-0.035910111566104,"NDVI_Ratio",94
"Depth",-0.0160618251853131,"NDVI_Ratio",94
"TSA_DHW_stdev",-0.0145905799647526,"NDVI_Ratio",94
"Velocity_OM",0.0129334344238322,"NDVI_Ratio",94
"ROTC_ss",0.0119610703455671,"NDVI_Ratio",94
"CF30a",0.00884056272696093,"NDVI_Ratio",94
"Health.score",0.00526424142090509,"NDVI_Ratio",94
"DHW_freq_sup4_1year",0.00342227061597914,"NDVI_Ratio",94
"Turbidity",0.00304624700536099,"NDVI_Ratio",94
"DHW_freq_sup4",0.00130432867556144,"NDVI_Ratio",94
"(Intercept)",0.289154271219153,"NDVI_Ratio",95
"MMM",-0.0519428739269757,"NDVI_Ratio",95
"DHW_collection",-0.0429129052304038,"NDVI_Ratio",95
"AR",-0.0368199136403274,"NDVI_Ratio",95
"Depth",-0.018869767113302,"NDVI_Ratio",95
"ROTC_ss",0.0145409212512011,"NDVI_Ratio",95
"Velocity_OM",0.0138124471755515,"NDVI_Ratio",95
"TSA_DHW_stdev",-0.0126358065563229,"NDVI_Ratio",95
"CF30a",0.0105279400851287,"NDVI_Ratio",95
"Health.score",0.00503299998404341,"NDVI_Ratio",95
"DHW_freq_sup4_1year",0.00354272859276212,"NDVI_Ratio",95
"Turbidity",0.00332856865118246,"NDVI_Ratio",95
"DHW_freq_sup4",0.000655451361509603,"NDVI_Ratio",95
"(Intercept)",0.280518966399127,"NDVI_Ratio",96
"MMM",-0.0463075747518543,"NDVI_Ratio",96
"DHW_collection",-0.0411474236201704,"NDVI_Ratio",96
"AR",-0.0326994031201415,"NDVI_Ratio",96
"Depth",-0.0154545596269163,"NDVI_Ratio",96
"TSA_DHW_stdev",-0.0131717951771042,"NDVI_Ratio",96
"ROTC_ss",0.0119858063702306,"NDVI_Ratio",96
"CF30a",0.0117296729695525,"NDVI_Ratio",96
"Velocity_OM",0.0108972130195154,"NDVI_Ratio",96
"Health.score",0.00478840528506782,"NDVI_Ratio",96
"Turbidity",0.00451416514794988,"NDVI_Ratio",96
"DHW_freq_sup4",0.00199963455185393,"NDVI_Ratio",96
"DHW_freq_sup4_1year",0.00134904730525031,"NDVI_Ratio",96
"(Intercept)",0.281795431666223,"NDVI_Ratio",97
"MMM",-0.05395587855549,"NDVI_Ratio",97
"DHW_collection",-0.0436436965521449,"NDVI_Ratio",97
"AR",-0.0404480492857745,"NDVI_Ratio",97
"Depth",-0.0171080006146096,"NDVI_Ratio",97
"TSA_DHW_stdev",-0.0158525194986018,"NDVI_Ratio",97
"ROTC_ss",0.01507744582057,"NDVI_Ratio",97
"Velocity_OM",0.0148741456381262,"NDVI_Ratio",97
"CF30a",0.0071709470160195,"NDVI_Ratio",97
"Turbidity",0.00381049556944631,"NDVI_Ratio",97
"Health.score",0.00351797992132159,"NDVI_Ratio",97
"DHW_freq_sup4_1year",0.00342407239734989,"NDVI_Ratio",97
"DHW_freq_sup4",0.00286042603726703,"NDVI_Ratio",97
"(Intercept)",0.281234750077085,"NDVI_Ratio",98
"MMM",-0.0478820713955862,"NDVI_Ratio",98
"DHW_collection",-0.0415108591585843,"NDVI_Ratio",98
"AR",-0.0335314085775073,"NDVI_Ratio",98
"TSA_DHW_stdev",-0.0163447366087644,"NDVI_Ratio",98
"Depth",-0.0159730592195247,"NDVI_Ratio",98
"Velocity_OM",0.0141754644575979,"NDVI_Ratio",98
"ROTC_ss",0.0133620057844081,"NDVI_Ratio",98
"CF30a",0.00947877379509764,"NDVI_Ratio",98
"Health.score",0.00537782057785123,"NDVI_Ratio",98
"Turbidity",0.0050406899175677,"NDVI_Ratio",98
"DHW_freq_sup4",0.00241746630194677,"NDVI_Ratio",98
"DHW_freq_sup4_1year",0.0011135391048498,"NDVI_Ratio",98
"(Intercept)",0.283267743500435,"NDVI_Ratio",99
"MMM",-0.047072018526265,"NDVI_Ratio",99
"DHW_collection",-0.0406109012460504,"NDVI_Ratio",99
"AR",-0.035417125939646,"NDVI_Ratio",99
"TSA_DHW_stdev",-0.0162043269617504,"NDVI_Ratio",99
"Velocity_OM",0.0132717547137372,"NDVI_Ratio",99
"Depth",-0.0123334290186975,"NDVI_Ratio",99
"ROTC_ss",0.0116675080133006,"NDVI_Ratio",99
"CF30a",0.0116612818534623,"NDVI_Ratio",99
"Health.score",0.00500235349174806,"NDVI_Ratio",99
"Turbidity",0.00423054003128761,"NDVI_Ratio",99
"DHW_freq_sup4_1year",0.00251289783462513,"NDVI_Ratio",99
"DHW_freq_sup4",0.00247820088084674,"NDVI_Ratio",99
"(Intercept)",0.280511620007769,"NDVI_Ratio",100
"MMM",-0.04594535876513,"NDVI_Ratio",100
"DHW_collection",-0.037700222227843,"NDVI_Ratio",100
"AR",-0.034037181339272,"NDVI_Ratio",100
"TSA_DHW_stdev",-0.0165767415723103,"NDVI_Ratio",100
"Depth",-0.0156903175793962,"NDVI_Ratio",100
"Velocity_OM",0.0143849853826024,"NDVI_Ratio",100
"ROTC_ss",0.0112470597924287,"NDVI_Ratio",100
"CF30a",0.00973883080891568,"NDVI_Ratio",100
"DHW_freq_sup4_1year",0.00459026552855109,"NDVI_Ratio",100
"DHW_freq_sup4",0.00301244716458022,"NDVI_Ratio",100
"Health.score",0.00212461303382791,"NDVI_Ratio",100
"Turbidity",0.000264859111063271,"NDVI_Ratio",100
"(Intercept)",0.466557979164621,"FvFm_Ratio",1
"Velocity_OM",0.0346778805634546,"FvFm_Ratio",1
"MMM",-0.031555716288505,"FvFm_Ratio",1
"CF30a",-0.0306602951144584,"FvFm_Ratio",1
"AR",-0.0285402276876802,"FvFm_Ratio",1
"DHW_freq_sup4",0.0161724330659606,"FvFm_Ratio",1
"ROTC_ss",0.0154244546868757,"FvFm_Ratio",1
"TSA_DHW_stdev",-0.0144606801814376,"FvFm_Ratio",1
"Turbidity",0.00940199572824461,"FvFm_Ratio",1
"DHW_freq_sup4_1year",-0.0049437437624829,"FvFm_Ratio",1
"DHW_collection",-0.00389029322515843,"FvFm_Ratio",1
"Depth",0.00330614362882511,"FvFm_Ratio",1
"Health.score",0.00138689739453558,"FvFm_Ratio",1
"(Intercept)",0.472955353985646,"FvFm_Ratio",2
"CF30a",-0.0314880447113836,"FvFm_Ratio",2
"Velocity_OM",0.0311952478549694,"FvFm_Ratio",2
"MMM",-0.0290614268093106,"FvFm_Ratio",2
"AR",-0.0231527959980488,"FvFm_Ratio",2
"DHW_freq_sup4",0.0142547333930188,"FvFm_Ratio",2
"ROTC_ss",0.0138075891173383,"FvFm_Ratio",2
"Turbidity",0.0130419080449625,"FvFm_Ratio",2
"DHW_freq_sup4_1year",-0.0119228404534801,"FvFm_Ratio",2
"TSA_DHW_stdev",-0.0110545286260047,"FvFm_Ratio",2
"DHW_collection",-0.00848697841558302,"FvFm_Ratio",2
"Depth",0.00260408407524475,"FvFm_Ratio",2
"Health.score",-0.00152795553462476,"FvFm_Ratio",2
"(Intercept)",0.468404754127445,"FvFm_Ratio",3
"Velocity_OM",0.0363114699406636,"FvFm_Ratio",3
"CF30a",-0.0328944267936957,"FvFm_Ratio",3
"MMM",-0.0314406879870926,"FvFm_Ratio",3
"AR",-0.0276347119443278,"FvFm_Ratio",3
"ROTC_ss",0.018640143959956,"FvFm_Ratio",3
"DHW_freq_sup4",0.0178605284257613,"FvFm_Ratio",3
"TSA_DHW_stdev",-0.0159460384507969,"FvFm_Ratio",3
"Turbidity",0.0151264905247128,"FvFm_Ratio",3
"DHW_freq_sup4_1year",-0.00873071105239675,"FvFm_Ratio",3
"DHW_collection",-0.00649401661791963,"FvFm_Ratio",3
"Depth",0.00124747971079369,"FvFm_Ratio",3
"Health.score",-0.00063242771952647,"FvFm_Ratio",3
"(Intercept)",0.473426885191228,"FvFm_Ratio",4
"MMM",-0.026575939326767,"FvFm_Ratio",4
"CF30a",-0.0241182838796144,"FvFm_Ratio",4
"Velocity_OM",0.0234164866997421,"FvFm_Ratio",4
"AR",-0.0202833169587883,"FvFm_Ratio",4
"DHW_freq_sup4",0.0154879605640096,"FvFm_Ratio",4
"DHW_collection",-0.010534497202457,"FvFm_Ratio",4
"ROTC_ss",0.00958903341488286,"FvFm_Ratio",4
"TSA_DHW_stdev",-0.00790267705767271,"FvFm_Ratio",4
"DHW_freq_sup4_1year",-0.00712233618167048,"FvFm_Ratio",4
"Turbidity",0.00630794592151752,"FvFm_Ratio",4
"Health.score",0.000573730769090417,"FvFm_Ratio",4
"Depth",-0.000569846172554173,"FvFm_Ratio",4
"(Intercept)",0.470352886086967,"FvFm_Ratio",5
"Velocity_OM",0.0387239242940016,"FvFm_Ratio",5
"CF30a",-0.0337200293801699,"FvFm_Ratio",5
"MMM",-0.0323675081839815,"FvFm_Ratio",5
"AR",-0.0221553957191242,"FvFm_Ratio",5
"TSA_DHW_stdev",-0.0157359922247804,"FvFm_Ratio",5
"DHW_freq_sup4",0.0155969518427578,"FvFm_Ratio",5
"ROTC_ss",0.0147496958029473,"FvFm_Ratio",5
"Turbidity",0.0138297092494944,"FvFm_Ratio",5
"DHW_collection",-0.00847743903476491,"FvFm_Ratio",5
"DHW_freq_sup4_1year",-0.00837114618147482,"FvFm_Ratio",5
"Depth",0.00465840489839338,"FvFm_Ratio",5
"Health.score",0.000413156903822465,"FvFm_Ratio",5
"(Intercept)",0.469879550235946,"FvFm_Ratio",6
"MMM",-0.027190759515474,"FvFm_Ratio",6
"Velocity_OM",0.0248899978803937,"FvFm_Ratio",6
"CF30a",-0.0223251346214845,"FvFm_Ratio",6
"AR",-0.0186015145381785,"FvFm_Ratio",6
"ROTC_ss",0.010641777977888,"FvFm_Ratio",6
"DHW_collection",-0.00958167543190722,"FvFm_Ratio",6
"TSA_DHW_stdev",-0.00955571502454327,"FvFm_Ratio",6
"Turbidity",0.00717126095258084,"FvFm_Ratio",6
"DHW_freq_sup4",0.00675979579761465,"FvFm_Ratio",6
"DHW_freq_sup4_1year",-0.00558960186914851,"FvFm_Ratio",6
"Depth",0.00398706346003091,"FvFm_Ratio",6
"Health.score",0.00198067715648661,"FvFm_Ratio",6
"(Intercept)",0.475630124564601,"FvFm_Ratio",7
"Velocity_OM",0.0328442076661446,"FvFm_Ratio",7
"CF30a",-0.032011445464489,"FvFm_Ratio",7
"MMM",-0.0292149114317914,"FvFm_Ratio",7
"AR",-0.0245271355137099,"FvFm_Ratio",7
"ROTC_ss",0.0162240834394403,"FvFm_Ratio",7
"DHW_freq_sup4",0.0141370929160037,"FvFm_Ratio",7
"TSA_DHW_stdev",-0.0119182557990396,"FvFm_Ratio",7
"Turbidity",0.0113957066307155,"FvFm_Ratio",7
"Depth",0.00957478763739037,"FvFm_Ratio",7
"DHW_freq_sup4_1year",-0.0092544327679042,"FvFm_Ratio",7
"DHW_collection",-0.00896651633362222,"FvFm_Ratio",7
"Health.score",-9.39648689106459e-05,"FvFm_Ratio",7
"(Intercept)",0.467287519961096,"FvFm_Ratio",8
"MMM",-0.0299398091711389,"FvFm_Ratio",8
"Velocity_OM",0.0274488536981288,"FvFm_Ratio",8
"CF30a",-0.0265298117944689,"FvFm_Ratio",8
"AR",-0.022914214046496,"FvFm_Ratio",8
"ROTC_ss",0.0144698758781179,"FvFm_Ratio",8
"DHW_freq_sup4",0.0125661886931015,"FvFm_Ratio",8
"TSA_DHW_stdev",-0.00879047803664369,"FvFm_Ratio",8
"DHW_collection",-0.00811739021567294,"FvFm_Ratio",8
"Turbidity",0.0080663174607108,"FvFm_Ratio",8
"DHW_freq_sup4_1year",-0.00772066639927915,"FvFm_Ratio",8
"Depth",0.0036226792810519,"FvFm_Ratio",8
"Health.score",-0.000869184096060593,"FvFm_Ratio",8
"(Intercept)",0.469493115767273,"FvFm_Ratio",9
"Velocity_OM",0.0307579226182708,"FvFm_Ratio",9
"MMM",-0.0282860461858959,"FvFm_Ratio",9
"CF30a",-0.0265262278336819,"FvFm_Ratio",9
"AR",-0.0241337149642066,"FvFm_Ratio",9
"ROTC_ss",0.0146849286805899,"FvFm_Ratio",9
"DHW_freq_sup4",0.0144411344070809,"FvFm_Ratio",9
"TSA_DHW_stdev",-0.00987058651045135,"FvFm_Ratio",9
"DHW_freq_sup4_1year",-0.00753905192865829,"FvFm_Ratio",9
"DHW_collection",-0.00749251103278493,"FvFm_Ratio",9
"Turbidity",0.00685094078826662,"FvFm_Ratio",9
"Depth",0.0024675983249492,"FvFm_Ratio",9
"Health.score",0.000242358692029886,"FvFm_Ratio",9
"(Intercept)",0.47343203451719,"FvFm_Ratio",10
"Velocity_OM",0.0452886521033499,"FvFm_Ratio",10
"CF30a",-0.036932075055129,"FvFm_Ratio",10
"MMM",-0.0331995266782743,"FvFm_Ratio",10
"AR",-0.0282614145662844,"FvFm_Ratio",10
"Turbidity",0.0189677603841205,"FvFm_Ratio",10
"TSA_DHW_stdev",-0.0185417065363619,"FvFm_Ratio",10
"DHW_freq_sup4",0.0159448532051715,"FvFm_Ratio",10
"ROTC_ss",0.0131258966964716,"FvFm_Ratio",10
"DHW_freq_sup4_1year",-0.00943549316114047,"FvFm_Ratio",10
"Health.score",0.00417105241570897,"FvFm_Ratio",10
"Depth",0.00217257932923809,"FvFm_Ratio",10
"DHW_collection",-0.00108100065568466,"FvFm_Ratio",10
"(Intercept)",0.470809153459267,"FvFm_Ratio",11
"Velocity_OM",0.0406636758619251,"FvFm_Ratio",11
"CF30a",-0.0340106433086057,"FvFm_Ratio",11
"MMM",-0.028288793845729,"FvFm_Ratio",11
"AR",-0.0230032492673313,"FvFm_Ratio",11
"Turbidity",0.0138420789721278,"FvFm_Ratio",11
"TSA_DHW_stdev",-0.0131166476802474,"FvFm_Ratio",11
"DHW_freq_sup4",0.0130934194222183,"FvFm_Ratio",11
"ROTC_ss",0.00850690587924616,"FvFm_Ratio",11
"DHW_freq_sup4_1year",-0.00713587645140118,"FvFm_Ratio",11
"DHW_collection",-0.00709559506253853,"FvFm_Ratio",11
"Health.score",0.00545295643521281,"FvFm_Ratio",11
"Depth",0.00248262413122906,"FvFm_Ratio",11
"(Intercept)",0.472229678344283,"FvFm_Ratio",12
"Velocity_OM",0.04233452873932,"FvFm_Ratio",12
"MMM",-0.0324643229672204,"FvFm_Ratio",12
"CF30a",-0.0306593615803293,"FvFm_Ratio",12
"AR",-0.0277241347721945,"FvFm_Ratio",12
"DHW_freq_sup4",0.0219031365404272,"FvFm_Ratio",12
"TSA_DHW_stdev",-0.0217965937575675,"FvFm_Ratio",12
"Turbidity",0.0154973704474783,"FvFm_Ratio",12
"ROTC_ss",0.014094387885686,"FvFm_Ratio",12
"DHW_freq_sup4_1year",-0.0101393448003641,"FvFm_Ratio",12
"Depth",0.00310276384331975,"FvFm_Ratio",12
"Health.score",0.00252917029615824,"FvFm_Ratio",12
"DHW_collection",-0.00202537850101746,"FvFm_Ratio",12
"(Intercept)",0.469777297934792,"FvFm_Ratio",13
"Velocity_OM",0.0387409810190318,"FvFm_Ratio",13
"CF30a",-0.0329163483982914,"FvFm_Ratio",13
"AR",-0.029406700459406,"FvFm_Ratio",13
"MMM",-0.0291342199518951,"FvFm_Ratio",13
"TSA_DHW_stdev",-0.015332255336928,"FvFm_Ratio",13
"DHW_freq_sup4",0.0136582192186114,"FvFm_Ratio",13
"Turbidity",0.0131739844893758,"FvFm_Ratio",13
"ROTC_ss",0.0119371472743282,"FvFm_Ratio",13
"DHW_freq_sup4_1year",-0.00848405071641914,"FvFm_Ratio",13
"DHW_collection",-0.00471040878063794,"FvFm_Ratio",13
"Health.score",0.00366097126751278,"FvFm_Ratio",13
"Depth",0.00244221592326441,"FvFm_Ratio",13
"(Intercept)",0.469353377196018,"FvFm_Ratio",14
"Velocity_OM",0.0384042029700257,"FvFm_Ratio",14
"CF30a",-0.0343766133633637,"FvFm_Ratio",14
