"MMM","lambda","metric","Coeff","Trait_metric"
-0.102955365667004,0.000316227766016838,"Turbidity",0.00579741103310313,"NDVI_Ratio"
-0.104601972977987,0.000251188643150958,"Turbidity",0.00620417587252109,"NDVI_Ratio"
-0.106057694003002,0.000199526231496888,"Turbidity",0.0065569920642059,"NDVI_Ratio"
-0.107266973397829,0.000158489319246111,"Turbidity",0.00684499095018214,"NDVI_Ratio"
-0.1082528102088,0.000125892541179417,"Turbidity",0.00707641270063073,"NDVI_Ratio"
-0.109090364217241,1e-04,"Turbidity",0.00727103257256465,"NDVI_Ratio"
-0.109784528050629,7.94328234724281e-05,"Turbidity",0.00743090664916058,"NDVI_Ratio"
-0.110342811502252,6.30957344480193e-05,"Turbidity",0.00755848463385863,"NDVI_Ratio"
-0.110829984904594,5.01187233627272e-05,"Turbidity",0.00766938237476168,"NDVI_Ratio"
-0.111190113091187,3.98107170553497e-05,"Turbidity",0.00775074083140543,"NDVI_Ratio"
-0.111487567491133,3.16227766016838e-05,"Turbidity",0.0078177519078499,"NDVI_Ratio"
-0.111723685123064,2.51188643150958e-05,"Turbidity",0.00787077326029437,"NDVI_Ratio"
-0.111900061444718,1.99526231496888e-05,"Turbidity",0.00791021414582306,"NDVI_Ratio"
-0.112075218311703,1.58489319246111e-05,"Turbidity",0.00794952478197483,"NDVI_Ratio"
-0.11219127450111,1.25892541179417e-05,"Turbidity",0.00797542895646108,"NDVI_Ratio"
-0.112306694348937,1e-05,"Turbidity",0.00800127307967632,"NDVI_Ratio"
-0.112420881318677,7.94328234724282e-06,"Turbidity",0.00802692305385757,"NDVI_Ratio"
-0.112533396496382,6.30957344480192e-06,"Turbidity",0.00805225669766976,"NDVI_Ratio"
-0.112643914536789,5.01187233627271e-06,"Turbidity",0.00807717951752479,"NDVI_Ratio"
-0.11275219846054,3.98107170553497e-06,"Turbidity",0.00810162173570253,"NDVI_Ratio"
-0.112858080129211,3.16227766016838e-06,"Turbidity",0.00812553354794427,"NDVI_Ratio"
-0.112961445186553,2.51188643150958e-06,"Turbidity",0.00814888078165151,"NDVI_Ratio"
-0.113062221323122,1.99526231496887e-06,"Turbidity",0.00817164135836505,"NDVI_Ratio"
-0.11316036905375,1.58489319246111e-06,"Turbidity",0.00819380250976786,"NDVI_Ratio"
-0.113255874436016,1.25892541179417e-06,"Turbidity",0.00821535860881995,"NDVI_Ratio"
-0.113348743308599,1e-06,"Turbidity",0.00823630948372452,"NDVI_Ratio"
-0.113438996728735,7.94328234724282e-07,"Turbidity",0.00825665910680009,"NDVI_Ratio"
-0.113526667359422,6.30957344480192e-07,"Turbidity",0.00827641457399945,"NDVI_Ratio"
-0.113611796610384,5.01187233627271e-07,"Turbidity",0.00829558531005935,"NDVI_Ratio"
-0.113694432377802,3.98107170553497e-07,"Turbidity",0.00831418244917878,"NDVI_Ratio"
-0.113774627259909,3.16227766016838e-07,"Turbidity",0.00833221835254158,"NDVI_Ratio"
-0.113852437150815,2.51188643150957e-07,"Turbidity",0.00834970623272999,"NDVI_Ratio"
-0.113927920134952,1.99526231496887e-07,"Turbidity",0.00836665986177034,"NDVI_Ratio"
-0.11400113562039,1.58489319246111e-07,"Turbidity",0.00838309334470154,"NDVI_Ratio"
-0.114072143661919,1.25892541179417e-07,"Turbidity",0.00839902094453296,"NDVI_Ratio"
-0.114141004434801,1e-07,"Turbidity",0.00841445694753726,"NDVI_Ratio"
-0.114207777828088,7.94328234724279e-08,"Turbidity",0.00842941556021588,"NDVI_Ratio"
-0.114272523132765,6.30957344480192e-08,"Turbidity",0.00844391083113819,"NDVI_Ratio"
-0.114335298805002,5.01187233627271e-08,"Turbidity",0.00845795659231025,"NDVI_Ratio"
-0.114396162288862,3.98107170553497e-08,"Turbidity",0.00847156641586794,"NDVI_Ratio"
-0.114455169885976,3.16227766016838e-08,"Turbidity",0.00848475358278165,"NDVI_Ratio"
-0.114512376662295,2.51188643150957e-08,"Turbidity",0.00849753106096162,"NDVI_Ratio"
-0.114567836383999,1.99526231496887e-08,"Turbidity",0.00850991149070406,"NDVI_Ratio"
-0.114621601476329,1.58489319246111e-08,"Turbidity",0.00852190717585309,"NDVI_Ratio"
-0.114673723000333,1.25892541179417e-08,"Turbidity",0.00853353007939623,"NDVI_Ratio"
-0.114724250643586,1e-08,"Turbidity",0.0085447918224814,"NDVI_Ratio"
-0.114773232721741,7.94328234724279e-09,"Turbidity",0.00855570368605743,"NDVI_Ratio"
-0.114820716188412,6.30957344480192e-09,"Turbidity",0.00856627661450858,"NDVI_Ratio"
-0.114866746651431,5.01187233627271e-09,"Turbidity",0.00857652122078771,"NDVI_Ratio"
-0.114911368393898,3.98107170553497e-09,"Turbidity",0.00858644779265775,"NDVI_Ratio"
-0.114954624398803,3.16227766016838e-09,"Turbidity",0.00859606629973554,"NDVI_Ratio"
-0.114996556376242,2.51188643150957e-09,"Turbidity",0.00860538640109751,"NDVI_Ratio"
-0.115037204792451,1.99526231496887e-09,"Turbidity",0.00861441745325983,"NDVI_Ratio"
-0.11507660890006,1.58489319246111e-09,"Turbidity",0.00862316851838649,"NDVI_Ratio"
-0.115114806769102,1.25892541179417e-09,"Turbidity",0.008631648372612,"NDVI_Ratio"
-0.115151835318388,1e-09,"Turbidity",0.00863986551439097,"NDVI_Ratio"
-2.37144440081326e-05,1000,"Velocity_OM",7.63375583974199e-07,"NDVI_Ratio"
-2.98507493714259e-05,794.328234724281,"Velocity_OM",9.6301714858005e-07,"NDVI_Ratio"
-3.75735780635308e-05,630.957344480193,"Velocity_OM",1.21313964369605e-06,"NDVI_Ratio"
-4.72923689187967e-05,501.187233627272,"Velocity_OM",1.52847652319023e-06,"NDVI_Ratio"
-5.95217819725847e-05,398.107170553497,"Velocity_OM",1.92617666582065e-06,"NDVI_Ratio"
-7.49084848950599e-05,316.227766016838,"Velocity_OM",2.4279824550217e-06,"NDVI_Ratio"
-9.42646052716329e-05,251.188643150958,"Velocity_OM",3.06150803193752e-06,"NDVI_Ratio"
-0.000118609422587976,199.526231496888,"Velocity_OM",3.86189978843864e-06,"NDVI_Ratio"
-0.000149221190327466,158.489319246111,"Velocity_OM",4.87400733297472e-06,"NDVI_Ratio"
-0.00018770132957328,125.892541179417,"Velocity_OM",6.15524278501422e-06,"NDVI_Ratio"
-0.000236053599966798,100,"Velocity_OM",7.77937763355134e-06,"NDVI_Ratio"
-0.000296782170793389,79.4328234724281,"Velocity_OM",9.88952601829192e-06,"NDVI_Ratio"
-0.000373006882049455,63.0957344480193,"Velocity_OM",1.25410794125989e-05,"NDVI_Ratio"
-0.000468609710047898,50.1187233627272,"Velocity_OM",1.5931358043511e-05,"NDVI_Ratio"
-0.000588402519006661,39.8107170553497,"Velocity_OM",2.02811760982115e-05,"NDVI_Ratio"
-0.000738326714819857,31.6227766016838,"Velocity_OM",2.58848571569477e-05,"NDVI_Ratio"
-0.000925681393921451,25.1188643150958,"Velocity_OM",3.31379245923941e-05,"NDVI_Ratio"
-0.00115937648748342,19.9526231496888,"Velocity_OM",4.25761909148515e-05,"NDVI_Ratio"
-0.00145020069547022,15.8489319246111,"Velocity_OM",5.49309243173818e-05,"NDVI_Ratio"
-0.00181108447066956,12.5892541179417,"Velocity_OM",7.12063635072094e-05,"NDVI_Ratio"
-0.00225732461937312,10,"Velocity_OM",9.27876063454015e-05,"NDVI_Ratio"
-0.00280671884627661,7.94328234724281,"Velocity_OM",0.000121588424403134,"NDVI_Ratio"
-0.00347953660681731,6.30957344480193,"Velocity_OM",0.000160249035911464,"NDVI_Ratio"
-0.00429823015440872,5.01187233627272,"Velocity_OM",0.000212391866226858,"NDVI_Ratio"
-0.00528677436851106,3.98107170553497,"Velocity_OM",0.000282934486065312,"NDVI_Ratio"
-0.00646952303027896,3.16227766016838,"Velocity_OM",0.000378457538217629,"NDVI_Ratio"
-0.0078695169714248,2.51188643150958,"Velocity_OM",0.000507571910645896,"NDVI_Ratio"
-0.00950625485983918,1.99526231496888,"Velocity_OM",0.000681245174949752,"NDVI_Ratio"
-0.0113930975478453,1.58489319246111,"Velocity_OM",0.00091297909291671,"NDVI_Ratio"
-0.0135346544709238,1.25892541179417,"Velocity_OM",0.00121874060377367,"NDVI_Ratio"
-0.0159246673767853,1,"Velocity_OM",0.00161656787597276,"NDVI_Ratio"
-0.0185449625318774,0.794328234724281,"Velocity_OM",0.0021258440428665,"NDVI_Ratio"
-0.0213659051925632,0.630957344480193,"Velocity_OM",0.00276632298462398,"NDVI_Ratio"
-0.0243477728093099,0.501187233627272,"Velocity_OM",0.00355697040045718,"NDVI_Ratio"
-0.0274456544342553,0.398107170553497,"Velocity_OM",0.00451586994896786,"NDVI_Ratio"
-0.0306113179933982,0.316227766016838,"Velocity_OM",0.00565824307640261,"NDVI_Ratio"
-0.0337975491191557,0.251188643150958,"Velocity_OM",0.00699617900120086,"NDVI_Ratio"
-0.0369601196068375,0.199526231496888,"Velocity_OM",0.00853731957221005,"NDVI_Ratio"
-0.0400551054712394,0.158489319246111,"Velocity_OM",0.0102880944821192,"NDVI_Ratio"
-0.0430559380273285,0.125892541179417,"Velocity_OM",0.0122381697746053,"NDVI_Ratio"
-0.0459314920670653,0.1,"Velocity_OM",0.0143745697035339,"NDVI_Ratio"
-0.0486618348544569,0.0794328234724281,"Velocity_OM",0.0166720192497535,"NDVI_Ratio"
-0.0512235796299799,0.0630957344480193,"Velocity_OM",0.0191017857254826,"NDVI_Ratio"
-0.0536304852256421,0.0501187233627272,"Velocity_OM",0.0216051321131353,"NDVI_Ratio"
-0.0558778514926409,0.0398107170553497,"Velocity_OM",0.024134552966786,"NDVI_Ratio"
-0.0579463608282361,0.0316227766016838,"Velocity_OM",0.0266515095333404,"NDVI_Ratio"
-0.0598981796041843,0.0251188643150958,"Velocity_OM",0.0290811715017404,"NDVI_Ratio"
-0.0617358695873952,0.0199526231496888,"Velocity_OM",0.0313924894775468,"NDVI_Ratio"
-0.0634695605155419,0.0158489319246111,"Velocity_OM",0.0335809888014797,"NDVI_Ratio"
-0.0651545443042142,0.0125892541179417,"Velocity_OM",0.0355987892954048,"NDVI_Ratio"
-0.0668410590212912,0.01,"Velocity_OM",0.0374359160021141,"NDVI_Ratio"
-0.0686033430362801,0.00794328234724281,"Velocity_OM",0.0391222364079948,"NDVI_Ratio"
-0.0704843216429124,0.00630957344480193,"Velocity_OM",0.0406248755046351,"NDVI_Ratio"
-0.072526732745401,0.00501187233627272,"Velocity_OM",0.0419620476517091,"NDVI_Ratio"
-0.0747263486760933,0.00398107170553497,"Velocity_OM",0.0431444758855969,"NDVI_Ratio"
-0.0771767310474557,0.00316227766016838,"Velocity_OM",0.0442151537304213,"NDVI_Ratio"
-0.0797626193227055,0.00251188643150958,"Velocity_OM",0.0451638035990774,"NDVI_Ratio"
-0.0824996131247349,0.00199526231496888,"Velocity_OM",0.0460181326037058,"NDVI_Ratio"
-0.0853584752519159,0.00158489319246111,"Velocity_OM",0.0467936697330496,"NDVI_Ratio"
-0.0882923748841348,0.00125892541179417,"Velocity_OM",0.0475012687265491,"NDVI_Ratio"
-0.0911511437200431,0.001,"Velocity_OM",0.0481322858301899,"NDVI_Ratio"
-0.0938803414896868,0.000794328234724281,"Velocity_OM",0.0486933882119037,"NDVI_Ratio"
-0.0965229537328911,0.000630957344480193,"Velocity_OM",0.0492041538408919,"NDVI_Ratio"
-0.098922521293828,0.000501187233627271,"Velocity_OM",0.0496486048337693,"NDVI_Ratio"
-0.101040636870025,0.000398107170553497,"Velocity_OM",0.0500285146282883,"NDVI_Ratio"
-0.102955365667004,0.000316227766016838,"Velocity_OM",0.0503621441860677,"NDVI_Ratio"
-0.104601972977987,0.000251188643150958,"Velocity_OM",0.0506434012312003,"NDVI_Ratio"
-0.106057694003002,0.000199526231496888,"Velocity_OM",0.0508875230236884,"NDVI_Ratio"
-0.107266973397829,0.000158489319246111,"Velocity_OM",0.0510879904568353,"NDVI_Ratio"
-0.1082528102088,0.000125892541179417,"Velocity_OM",0.0512500438158593,"NDVI_Ratio"
-0.109090364217241,1e-04,"Velocity_OM",0.0513865021914407,"NDVI_Ratio"
-0.109784528050629,7.94328234724281e-05,"Velocity_OM",0.0514988572461605,"NDVI_Ratio"
-0.110342811502252,6.30957344480193e-05,"Velocity_OM",0.0515888307553499,"NDVI_Ratio"
-0.110829984904594,5.01187233627272e-05,"Velocity_OM",0.0516668650305046,"NDVI_Ratio"
-0.111190113091187,3.98107170553497e-05,"Velocity_OM",0.0517245049513732,"NDVI_Ratio"
-0.111487567491133,3.16227766016838e-05,"Velocity_OM",0.0517719929204718,"NDVI_Ratio"
-0.111723685123064,2.51188643150958e-05,"Velocity_OM",0.0518096284202327,"NDVI_Ratio"
-0.111900061444718,1.99526231496888e-05,"Velocity_OM",0.051837751510275,"NDVI_Ratio"
-0.112075218311703,1.58489319246111e-05,"Velocity_OM",0.0518655262600358,"NDVI_Ratio"
-0.11219127450111,1.25892541179417e-05,"Velocity_OM",0.0518839636562512,"NDVI_Ratio"
-0.112306694348937,1e-05,"Velocity_OM",0.0519022163647185,"NDVI_Ratio"
-0.112420881318677,7.94328234724282e-06,"Velocity_OM",0.051920187683726,"NDVI_Ratio"
-0.112533396496382,6.30957344480192e-06,"Velocity_OM",0.051937815222515,"NDVI_Ratio"
-0.112643914536789,5.01187233627271e-06,"Velocity_OM",0.0519550582846014,"NDVI_Ratio"
-0.11275219846054,3.98107170553497e-06,"Velocity_OM",0.0519718912657035,"NDVI_Ratio"
-0.112858080129211,3.16227766016838e-06,"Velocity_OM",0.0519882990456079,"NDVI_Ratio"
-0.112961445186553,2.51188643150958e-06,"Velocity_OM",0.0520042738981927,"NDVI_Ratio"
-0.113062221323122,1.99526231496887e-06,"Velocity_OM",0.052019813379711,"NDVI_Ratio"
-0.11316036905375,1.58489319246111e-06,"Velocity_OM",0.0520349188486875,"NDVI_Ratio"
-0.113255874436016,1.25892541179417e-06,"Velocity_OM",0.0520495944066713,"NDVI_Ratio"
-0.113348743308599,1e-06,"Velocity_OM",0.0520638461285087,"NDVI_Ratio"
-0.113438996728735,7.94328234724282e-07,"Velocity_OM",0.0520776814968421,"NDVI_Ratio"
-0.113526667359422,6.30957344480192e-07,"Velocity_OM",0.0520911089832938,"NDVI_Ratio"
-0.113611796610384,5.01187233627271e-07,"Velocity_OM",0.0521041377363944,"NDVI_Ratio"
-0.113694432377802,3.98107170553497e-07,"Velocity_OM",0.0521167773479704,"NDVI_Ratio"
-0.113774627259909,3.16227766016838e-07,"Velocity_OM",0.0521290376776761,"NDVI_Ratio"
-0.113852437150815,2.51188643150957e-07,"Velocity_OM",0.0521409287209269,"NDVI_Ratio"
-0.113927920134952,1.99526231496887e-07,"Velocity_OM",0.0521524605094388,"NDVI_Ratio"
-0.11400113562039,1.58489319246111e-07,"Velocity_OM",0.0521636430364135,"NDVI_Ratio"
-0.114072143661919,1.25892541179417e-07,"Velocity_OM",0.0521744862004511,"NDVI_Ratio"
-0.114141004434801,1e-07,"Velocity_OM",0.0521849997637644,"NDVI_Ratio"
-0.114207777828088,7.94328234724279e-08,"Velocity_OM",0.0521951933213624,"NDVI_Ratio"
-0.114272523132765,6.30957344480192e-08,"Velocity_OM",0.0522050762786755,"NDVI_Ratio"
-0.114335298805002,5.01187233627271e-08,"Velocity_OM",0.0522146578356957,"NDVI_Ratio"
-0.114396162288862,3.98107170553497e-08,"Velocity_OM",0.0522239469761567,"NDVI_Ratio"
-0.114455169885976,3.16227766016838e-08,"Velocity_OM",0.0522329524606129,"NDVI_Ratio"
-0.114512376662295,2.51188643150957e-08,"Velocity_OM",0.0522416828225383,"NDVI_Ratio"
-0.114567836383999,1.99526231496887e-08,"Velocity_OM",0.0522501463667576,"NDVI_Ratio"
-0.114621601476329,1.58489319246111e-08,"Velocity_OM",0.0522583511696767,"NDVI_Ratio"
-0.114673723000333,1.25892541179417e-08,"Velocity_OM",0.0522663050808927,"NDVI_Ratio"
-0.114724250643586,1e-08,"Velocity_OM",0.0522740157258558,"NDVI_Ratio"
-0.114773232721741,7.94328234724279e-09,"Velocity_OM",0.0522814905093249,"NDVI_Ratio"
-0.114820716188412,6.30957344480192e-09,"Velocity_OM",0.0522887366194138,"NDVI_Ratio"
-0.114866746651431,5.01187233627271e-09,"Velocity_OM",0.0522957610320681,"NDVI_Ratio"
-0.114911368393898,3.98107170553497e-09,"Velocity_OM",0.0523025705158477,"NDVI_Ratio"
-0.114954624398803,3.16227766016838e-09,"Velocity_OM",0.0523091716369146,"NDVI_Ratio"
-0.114996556376242,2.51188643150957e-09,"Velocity_OM",0.0523155707641501,"NDVI_Ratio"
-0.115037204792451,1.99526231496887e-09,"Velocity_OM",0.052321774074339,"NDVI_Ratio"
-0.11507660890006,1.58489319246111e-09,"Velocity_OM",0.0523277875573739,"NDVI_Ratio"
-0.115114806769102,1.25892541179417e-09,"Velocity_OM",0.0523336170214432,"NDVI_Ratio"
-0.115151835318388,1e-09,"Velocity_OM",0.0523392680981736,"NDVI_Ratio"
-2.37144440081326e-05,1000,"DHW_freq_sup4_1year",-2.83225349817313e-06,"NDVI_Ratio"
-2.98507493714259e-05,794.328234724281,"DHW_freq_sup4_1year",-3.56374520158076e-06,"NDVI_Ratio"
-3.75735780635308e-05,630.957344480193,"DHW_freq_sup4_1year",-4.48489410141631e-06,"NDVI_Ratio"
-4.72923689187967e-05,501.187233627272,"DHW_freq_sup4_1year",-5.64361999025674e-06,"NDVI_Ratio"
-5.95217819725847e-05,398.107170553497,"DHW_freq_sup4_1year",-7.10089374288195e-06,"NDVI_Ratio"
-7.49084848950599e-05,316.227766016838,"DHW_freq_sup4_1year",-8.93315624351579e-06,"NDVI_Ratio"
-9.42646052716329e-05,251.188643150958,"DHW_freq_sup4_1year",-1.12361397934168e-05,"NDVI_Ratio"
-0.000118609422587976,199.526231496888,"DHW_freq_sup4_1year",-1.41295724286005e-05,"NDVI_Ratio"
-0.000149221190327466,158.489319246111,"DHW_freq_sup4_1year",-1.77629325912925e-05,"NDVI_Ratio"
-0.00018770132957328,125.892541179417,"DHW_freq_sup4_1year",-2.23224303177645e-05,"NDVI_Ratio"
-0.000236053599966798,100,"DHW_freq_sup4_1year",-2.8039382935617e-05,"NDVI_Ratio"
-0.000296782170793389,79.4328234724281,"DHW_freq_sup4_1year",-3.51732915802226e-05,"NDVI_Ratio"
-0.000373006882049455,63.0957344480193,"DHW_freq_sup4_1year",-4.411518958351e-05,"NDVI_Ratio"
-0.000468609710047898,50.1187233627272,"DHW_freq_sup4_1year",-5.52770412968819e-05,"NDVI_Ratio"
-0.000588402519006661,39.8107170553497,"DHW_freq_sup4_1year",-6.91792488982795e-05,"NDVI_Ratio"
-0.000738326714819857,31.6227766016838,"DHW_freq_sup4_1year",-8.64464593827849e-05,"NDVI_Ratio"
-0.000925681393921451,25.1188643150958,"DHW_freq_sup4_1year",-0.000107817978391714,"NDVI_Ratio"
-0.00115937648748342,19.9526231496888,"DHW_freq_sup4_1year",-0.000134152367713646,"NDVI_Ratio"
-0.00145020069547022,15.8489319246111,"DHW_freq_sup4_1year",-0.000166420816369263,"NDVI_Ratio"
-0.00181108447066956,12.5892541179417,"DHW_freq_sup4_1year",-0.000205681117859091,"NDVI_Ratio"
-0.00225732461937312,10,"DHW_freq_sup4_1year",-0.000253020553209901,"NDVI_Ratio"
-0.00280671884627661,7.94328234724281,"DHW_freq_sup4_1year",-0.000309451922036467,"NDVI_Ratio"
-0.00347953660681731,6.30957344480193,"DHW_freq_sup4_1year",-0.000375743172574901,"NDVI_Ratio"
-0.00429823015440872,5.01187233627272,"DHW_freq_sup4_1year",-0.000452159244464244,"NDVI_Ratio"
-0.00528677436851106,3.98107170553497,"DHW_freq_sup4_1year",-0.000538098954948108,"NDVI_Ratio"
-0.00646952303027896,3.16227766016838,"DHW_freq_sup4_1year",-0.000631615156291197,"NDVI_Ratio"
-0.0078695169714248,2.51188643150958,"DHW_freq_sup4_1year",-0.000728848731295407,"NDVI_Ratio"
-0.00950625485983918,1.99526231496888,"DHW_freq_sup4_1year",-0.000823423406229148,"NDVI_Ratio"
-0.0113930975478453,1.58489319246111,"DHW_freq_sup4_1year",-0.00090592195553697,"NDVI_Ratio"
-0.0135346544709238,1.25892541179417,"DHW_freq_sup4_1year",-0.000963599387359201,"NDVI_Ratio"
-0.0159246673767853,1,"DHW_freq_sup4_1year",-0.00098050688782083,"NDVI_Ratio"
-0.0185449625318774,0.794328234724281,"DHW_freq_sup4_1year",-0.000938154259290187,"NDVI_Ratio"
-0.0213659051925632,0.630957344480193,"DHW_freq_sup4_1year",-0.000816724565688107,"NDVI_Ratio"
-0.0243477728093099,0.501187233627272,"DHW_freq_sup4_1year",-0.000596539979057142,"NDVI_Ratio"
-0.0274456544342553,0.398107170553497,"DHW_freq_sup4_1year",-0.000259979304310993,"NDVI_Ratio"
-0.0306113179933982,0.316227766016838,"DHW_freq_sup4_1year",0.000207033594174458,"NDVI_Ratio"
-0.0337975491191557,0.251188643150958,"DHW_freq_sup4_1year",0.000813619358582389,"NDVI_Ratio"
-0.0369601196068375,0.199526231496888,"DHW_freq_sup4_1year",0.00156286125015093,"NDVI_Ratio"
-0.0400551054712394,0.158489319246111,"DHW_freq_sup4_1year",0.0024534521445989,"NDVI_Ratio"
-0.0430559380273285,0.125892541179417,"DHW_freq_sup4_1year",0.00346915904003386,"NDVI_Ratio"
-0.0459314920670653,0.1,"DHW_freq_sup4_1year",0.00458934572714305,"NDVI_Ratio"
-0.0486618348544569,0.0794328234724281,"DHW_freq_sup4_1year",0.00578138949970823,"NDVI_Ratio"
-0.0512235796299799,0.0630957344480193,"DHW_freq_sup4_1year",0.00700924496845329,"NDVI_Ratio"
-0.0536304852256421,0.0501187233627272,"DHW_freq_sup4_1year",0.00821462986888666,"NDVI_Ratio"
-0.0558778514926409,0.0398107170553497,"DHW_freq_sup4_1year",0.00935133318022347,"NDVI_Ratio"
-0.0579463608282361,0.0316227766016838,"DHW_freq_sup4_1year",0.0103804502314299,"NDVI_Ratio"
-0.0598981796041843,0.0251188643150958,"DHW_freq_sup4_1year",0.0112497050420945,"NDVI_Ratio"
-0.0617358695873952,0.0199526231496888,"DHW_freq_sup4_1year",0.0119376601657779,"NDVI_Ratio"
-0.0634695605155419,0.0158489319246111,"DHW_freq_sup4_1year",0.0124241471830649,"NDVI_Ratio"
-0.0651545443042142,0.0125892541179417,"DHW_freq_sup4_1year",0.0126978678165708,"NDVI_Ratio"
-0.0668410590212912,0.01,"DHW_freq_sup4_1year",0.0127588800789315,"NDVI_Ratio"
-0.0686033430362801,0.00794328234724281,"DHW_freq_sup4_1year",0.012578818339304,"NDVI_Ratio"
-0.0704843216429124,0.00630957344480193,"DHW_freq_sup4_1year",0.0121914899833468,"NDVI_Ratio"
-0.072526732745401,0.00501187233627272,"DHW_freq_sup4_1year",0.0116170018474493,"NDVI_Ratio"
-0.0747263486760933,0.00398107170553497,"DHW_freq_sup4_1year",0.0108955875710843,"NDVI_Ratio"
-0.0771767310474557,0.00316227766016838,"DHW_freq_sup4_1year",0.0100034172399685,"NDVI_Ratio"
-0.0797626193227055,0.00251188643150958,"DHW_freq_sup4_1year",0.00903066126655874,"NDVI_Ratio"
-0.0824996131247349,0.00199526231496888,"DHW_freq_sup4_1year",0.0079871043757067,"NDVI_Ratio"
-0.0853584752519159,0.00158489319246111,"DHW_freq_sup4_1year",0.00689901070478017,"NDVI_Ratio"
-0.0882923748841348,0.00125892541179417,"DHW_freq_sup4_1year",0.00579529293913179,"NDVI_Ratio"
-0.0911511437200431,0.001,"DHW_freq_sup4_1year",0.00474039364718461,"NDVI_Ratio"
-0.0938803414896868,0.000794328234724281,"DHW_freq_sup4_1year",0.00375278999646972,"NDVI_Ratio"
-0.0965229537328911,0.000630957344480193,"DHW_freq_sup4_1year",0.00281286716923552,"NDVI_Ratio"
-0.098922521293828,0.000501187233627271,"DHW_freq_sup4_1year",0.00197449342854496,"NDVI_Ratio"
-0.101040636870025,0.000398107170553497,"DHW_freq_sup4_1year",0.0012460065336823,"NDVI_Ratio"
-0.102955365667004,0.000316227766016838,"DHW_freq_sup4_1year",0.000595708503988249,"NDVI_Ratio"
-0.104601972977987,0.000251188643150958,"DHW_freq_sup4_1year",4.27887359047179e-05,"NDVI_Ratio"
-0.106057694003002,0.000199526231496888,"DHW_freq_sup4_1year",-0.000441649696810079,"NDVI_Ratio"
-0.107266973397829,0.000158489319246111,"DHW_freq_sup4_1year",-0.000840806749541371,"NDVI_Ratio"
-0.1082528102088,0.000125892541179417,"DHW_freq_sup4_1year",-0.0011640517725195,"NDVI_Ratio"
-0.109090364217241,1e-04,"DHW_freq_sup4_1year",-0.001437333877723,"NDVI_Ratio"
-0.109784528050629,7.94328234724281e-05,"DHW_freq_sup4_1year",-0.00166288087487618,"NDVI_Ratio"
-0.110342811502252,6.30957344480193e-05,"DHW_freq_sup4_1year",-0.00184363192908026,"NDVI_Ratio"
-0.110829984904594,5.01187233627272e-05,"DHW_freq_sup4_1year",-0.00200100576392659,"NDVI_Ratio"
-0.111190113091187,3.98107170553497e-05,"DHW_freq_sup4_1year",-0.00211699583279374,"NDVI_Ratio"
-0.111487567491133,3.16227766016838e-05,"DHW_freq_sup4_1year",-0.00221265247989885,"NDVI_Ratio"
-0.111723685123064,2.51188643150958e-05,"DHW_freq_sup4_1year",-0.00228847424191727,"NDVI_Ratio"
-0.111900061444718,1.99526231496888e-05,"DHW_freq_sup4_1year",-0.00234502757259782,"NDVI_Ratio"
-0.112075218311703,1.58489319246111e-05,"DHW_freq_sup4_1year",-0.00240120645680626,"NDVI_Ratio"
-0.11219127450111,1.25892541179417e-05,"DHW_freq_sup4_1year",-0.00243837603428045,"NDVI_Ratio"
-0.112306694348937,1e-05,"DHW_freq_sup4_1year",-0.00247534930164066,"NDVI_Ratio"
-0.112420881318677,7.94328234724282e-06,"DHW_freq_sup4_1year",-0.00251194305989378,"NDVI_Ratio"
-0.112533396496382,6.30957344480192e-06,"DHW_freq_sup4_1year",-0.00254801030668659,"NDVI_Ratio"
-0.112643914536789,5.01187233627271e-06,"DHW_freq_sup4_1year",-0.00258344024879116,"NDVI_Ratio"
-0.11275219846054,3.98107170553497e-06,"DHW_freq_sup4_1year",-0.00261815180579975,"NDVI_Ratio"
-0.112858080129211,3.16227766016838e-06,"DHW_freq_sup4_1year",-0.00265208744188694,"NDVI_Ratio"
-0.112961445186553,2.51188643150958e-06,"DHW_freq_sup4_1year",-0.00268520811302978,"NDVI_Ratio"
-0.113062221323122,1.99526231496887e-06,"DHW_freq_sup4_1year",-0.0027174892198796,"NDVI_Ratio"
-0.11316036905375,1.58489319246111e-06,"DHW_freq_sup4_1year",-0.00274891739489404,"NDVI_Ratio"
-0.113255874436016,1.25892541179417e-06,"DHW_freq_sup4_1year",-0.00277948796340948,"NDVI_Ratio"
-0.113348743308599,1e-06,"DHW_freq_sup4_1year",-0.00280920294181976,"NDVI_Ratio"
-0.113438996728735,7.94328234724282e-07,"DHW_freq_sup4_1year",-0.00283806946102287,"NDVI_Ratio"
-0.113526667359422,6.30957344480192e-07,"DHW_freq_sup4_1year",-0.00286609852566575,"NDVI_Ratio"
-0.113611796610384,5.01187233627271e-07,"DHW_freq_sup4_1year",-0.00289330403831769,"NDVI_Ratio"
-0.113694432377802,3.98107170553497e-07,"DHW_freq_sup4_1year",-0.00291970203266406,"NDVI_Ratio"
-0.113774627259909,3.16227766016838e-07,"DHW_freq_sup4_1year",-0.00294531007166798,"NDVI_Ratio"
-0.113852437150815,2.51188643150957e-07,"DHW_freq_sup4_1year",-0.00297014677598543,"NDVI_Ratio"
-0.113927920134952,1.99526231496887e-07,"DHW_freq_sup4_1year",-0.00299423145526132,"NDVI_Ratio"
